dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,small_long_backoff_probe_status,small_long_backoff_probe_after_params,small_no_backoff_probe_status,small_no_backoff_probe_after_params,big_probe_status,big_probe_after_params,big_probe_runtime_ms,big_probe_peak_rss_mb,manual_classification,current_rules_outcome,manual_reason
pagie,49,EPLEX,20,original,EPLEX,12.0,66.0,9.0,11.0,2.0,exp(0.305 * log(abs(log(abs(log(abs(-0.286)))) * x1 * x0))) + 0.36 + log(abs(-0.045 * x1 * x0)) * (0.122 - exp(0.314 * log(abs(exp(log(abs((0.4 - log(abs(x1 * log(abs(-0.035))))) * x1 * x0 * (-0.029 * log(abs((-1.0 * 0.25 ** 2.0 - log(abs(-0.17))) * x0)))))) * -0.136)))),exp(0.305 * log(abs(0.22455333163660882 * x1 * x0))) + 0.36 + log(abs(-0.045 * x1 * x0)) * (0.122 - exp(0.314 * log(abs(exp(log(abs((0.4 - log(abs(x1 * -3.3524072174927233))) * x1 * x0 * (-0.029 * log(abs(1.7094568419318752 * x0)))))) * -0.136)))),ok,11.0,ok,11.0,ok,11.0,87.23333300440572,111.125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,49,EPLEX,20,sympy,EPLEX,12.0,70.0,9.0,11.0,2.0,-1.0 * (exp(0.314 * log(abs(-0.136 * exp(log(abs(0.029 * x0 * x1 * (log(abs(x1 * log(abs(-0.035)))) - 0.4) * log(abs(-1.0 * x0 * (log(abs(-0.17)) + 0.0625))))))))) - 0.122) * log(abs(-0.045 * x0 * x1)) + exp(0.305 * log(abs(x0 * x1 * log(abs(log(abs(-0.286))))))) + 0.36,exp(0.305 * log(abs(x0 * x1 * 0.22455333163660882))) - log(abs(-0.045 * x0 * x1)) * (exp(0.314 * log(abs(-0.136 * exp(log(abs(0.029 * x0 * x1 * (log(abs(x1 * -3.3524072174927233)) + -0.4) * log(abs(1.7094568419318752 * x0)))))))) + -0.122) + 0.36,ok,11.0,ok,11.0,ok,11.0,90.19266601535492,111.28125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,14,Bingo,15,original,Bingo,13.0,45.0,6.0,10.0,4.0,-0.3615909827079473 - (-0.3615909827079473 + (-0.15940944833036993 + (0.7495558385988832 + -0.052282035688047096 * (x0 * x0)) * (0.7495558385988832 + -0.052282035688047096 * (x0 * x0))) * (-0.15940944833036993 + (0.7495558385988832 + -0.052282035688047096 * (x0 * x0)) * (0.7495558385988832 + -0.052282035688047096 * (x0 * x0)))) * log(abs(-242.5021661422168 * x1)),-0.3615909827079473 - (-0.3615909827079473 + 7.471537092712174e-06 * (((x0 * x0 + -14.336776078714344) * (x0 * x0 + -14.336776078714344) + -58.318867312320975) * ((x0 * x0 + -14.336776078714344) * (x0 * x0 + -14.336776078714344) + -58.318867312320975))) * log(abs(-242.5021661422168 * x1)),ok,10.0,ok,10.0,ok,10.0,131.498874980025,112.25,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,44,EPLEX,15,original,EPLEX,13.0,55.0,7.0,8.0,1.0,-1.0 * 0.887 ** 2.0 + (-2.828 / (log(abs(x0 / (log(abs((x1 / (((-1.0 * 0.887 ** 2.0) ** 2.0 + -1.0 * 0.845 ** 2.0) ** 2.0 - ((-1.645 / ((log(abs(x0 / x1)) ** 2.0) ** 2.0 - 0.158 + 1.3)) ** 2.0 - 1.506) + 0.922)) ** 2.0)) ** 2.0 + 0.457 + 2.006))) ** 2.0 + 1.346 + 1.172)) ** 2.0,-0.786769 + (-2.828 / (2.518 + log(abs(x0 / (2.4629999999999996 + log(abs((x1 / (1.5150287131032465 - (-1.645 / (1.1420000000000001 + (log(abs(x0 / x1)) ** 2.0) ** 2.0)) ** 2.0 + 0.922)) ** 2.0)) ** 2.0))) ** 2.0)) ** 2.0,ok,8.0,ok,8.0,ok,8.0,48.867416015127674,110.78125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,37,EPLEX,8,original,EPLEX,13.0,56.0,9.0,12.0,3.0,(x1 * (((exp(0.056) ** 3.0 - (x0 - 0.738 + exp(exp(0.0)) / exp(0.276 * x0) ** 3.0 - 0.007)) * 0.682 + 0.84) * exp(0.014)) * exp(log(abs(exp(0.008) - (x1 - x1 * 0.787)))) / exp(0.369 * (x0 - 0.953 + exp(exp(0.0)) / exp(exp(0.936 * x0)))) - log(abs(-0.877))) ** 2.0,(0.6916151489960518 * x1 * (1.9279366106478109 - x0 - 2.718281828459045 / exp(0.276 * x0) ** 3.0 + 1.2316715542521992) * (exp(log(abs(1.0080320855042735 - x1 - -0.787 * x1))) / exp(0.369 * (x0 - 0.953 + 2.718281828459045 / exp(exp(0.936 * x0))))) - -0.13124828660995402) ** 2.0,ok,12.0,ok,12.0,ok,12.0,123.55345801915972,111.828125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,41,EPLEX,12,original,EPLEX,13.0,56.0,10.0,12.0,2.0,1.094 ** 2.0 * (x1 + 0.398 / exp(x1 + 0.021 + x1)) / (exp(0.301 ** 2.0 * ((0.479 ** 2.0 * (x1 - 0.212) * (x1 - 0.272)) ** 2.0 + exp(x0)) / 0.438) - -0.946 / exp(log(abs(-0.231 - 0.284 / exp((1.129 - x0) ** 2.0))) - (1.129 - x0) ** 2.0)),1.1968360000000002 * (x1 + 0.398 / exp(x1 + 0.021 + x1)) / (exp(((0.22944099999999998 * (x1 - 0.212) * (x1 - 0.272)) ** 2.0 + exp(x0)) * 0.20685159817351595) - -0.946 / exp(log(abs(-0.231 - 0.284 / exp((1.129 - x0) ** 2.0))) - (1.129 - x0) ** 2.0)),ok,12.0,ok,12.0,ok,12.0,47.86670798785053,110.546875,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,41,EPLEX,12,sympy,EPLEX,13.0,72.0,10.0,13.0,3.0,(1.196836 * x1 * exp(2.0 * x1) + 0.466441874454423) * exp(-2.0 * x1) / (exp(0.0108893243606189 * (x1 - 0.272) ** 2.0 * (x1 - 0.212) ** 2.0 + 0.206851598173516 * exp(x0)) + 0.946 * exp(1.274641 * (0.885739592559787 * x0 - 1.0) ** 2.0 - log(abs((-0.231 * exp(x0 * (1.0 * x0 - 2.258)) - 0.0793868897531823) * exp(x0 * (2.258 - 1.0 * x0)))))),(1.196836 * x1 * exp(2.0 * x1) + 0.466441874454423) * exp(-2.0 * x1) / (exp(0.0108893243606189 * (x1 + -0.272) ** 2.0 * (x1 + -0.212) ** 2.0 + 0.206851598173516 * exp(x0)) + 0.946 * exp(1.274641 * (0.885739592559787 * x0 + -1.0) ** 2.0 - log(abs(-0.231 * (exp(x0 * (x0 + -2.258)) + 0.34366618940771554) * exp(x0 * (2.258 - x0)))))),ok,13.0,ok,13.0,ok,13.0,74.95808400562964,111.203125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,34,EPLEX,5,sympy,EPLEX,14.0,65.0,11.0,13.0,2.0,0.0812 * log(abs(0.267 * x1)) + 0.203 * log(abs(log(abs(0.362 * log(abs(exp(log(abs(x0 ** 3.0))) + 0.423)))) - 13.4099906492963 * exp(log(abs(x0 * (x0 - 0.142)))) + 0.644)) + 0.203 * exp(1.51740251293508 * exp(log(abs(0.277729 * exp(1.09526900525847 * exp(log(abs(0.357 * x1)) ** 3.0)))) ** 3.0)) + 0.0618744,0.203 * (exp(1.51740251293508 * exp(log(abs(0.277729 * exp(1.09526900525847 * exp(log(abs(0.357 * x1)) ** 3.0)))) ** 3.0)) + log(abs(log(abs(0.362 * log(abs(exp(log(abs(x0 ** 3.0))) + 0.423)))) + -13.4099906492963 * exp(log(abs(x0 * (x0 + -0.142)))) + 0.644))) + 0.0812 * log(abs(0.267 * x1)) + 0.0618744,ok,13.0,memory_limit,na,ok,13.0,5958.114209031919,400.28125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,54,EPLEX,25,sympy,EPLEX,14.0,70.0,8.0,13.0,5.0,exp(2.0 * x0 * exp((-0.984 * x0 * (2.52158521939954e-05 * x0 + 0.106235565819861 * exp(x1) - 2.00173082939836 * exp(log(abs(-0.224)) + log(abs(x1))) + 1.81313163972286) + x1) / (2.52158521939954e-05 * x0 + 0.106235565819861 * exp(x1) - 2.00173082939836 * exp(log(abs(-0.224)) + log(abs(x1))) + 1.81313163972286)) + 2.0 * log(abs(-0.313)) - 0.152 * exp(x0)) - 0.001,exp(2.0 * x0 * exp((1.9697031361279862 * (exp(-1.4961092271270973 + log(abs(x1))) + (-0.05307185374758461 * exp(x1) + -1.2597024446875444e-05 * x0) + -0.9057819428538325) * x0 + x1) * (-0.49956766679791803 / (exp(-1.4961092271270973 + log(abs(x1))) + (-0.05307185374758461 * exp(x1) + -1.2597024446875444e-05 * x0) + -0.9057819428538325))) + -2.3231041768839678 + -0.152 * exp(x0)) + -0.001,ok,13.0,ok,13.0,ok,13.0,122.96345899812876,112.34375,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,40,EPLEX,11,original,EPLEX,14.0,78.0,8.0,9.0,1.0,-1.0 * 0.54 ** 2.0 + 0.847 * (-1.353 / exp(x0 ** 2.0) + exp((-0.71 / exp(0.735 * ((((-1.448 / exp(x0 ** 2.0) / exp(x0 ** 2.0)) ** 2.0) ** 2.0) ** 2.0 + exp(-1.433 / ((-0.54 / exp(x0 ** 2.0)) ** 2.0 / (x0 ** 2.0) ** 2.0))) * 0.015 + log(abs(x1)) * 0.863)) ** 3.0) ** 2.0 * exp(0.121 + 0.562 * 0.116) + -1.0 * 0.904 ** 2.0),1.020341541310052 * (-0.9641692631046739 + (exp((-0.71 / exp(0.011025 * ((((-1.448 / exp(x0 ** 2.0) / exp(x0 ** 2.0)) ** 2.0) ** 2.0) ** 2.0 + exp(-1.433 / ((-0.54 / exp(x0 ** 2.0)) ** 2.0 / (x0 ** 2.0) ** 2.0)) + 78.2766439909297 * log(abs(x1))))) ** 3.0) ** 2.0 + -1.1231445095615946 / exp(x0 ** 2.0))),ok,9.0,ok,9.0,ok,9.0,82.53516597324051,111.5,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,38,EPLEX,9,original,EPLEX,14.0,83.0,8.0,14.0,6.0,log(abs(log(abs((-0.382 / ((-0.255 * (-0.162 - x0)) ** 3.0 - x0) / (-0.821 / (exp(log(abs(0.711 ** 2.0))) / (-0.133 / (0.697 / (-0.352 / (0.82 ** 2.0 / (exp(log(abs(exp(log(abs(-0.666 / ((log(abs(exp(log(abs(0.746))))) ** 3.0) ** 3.0 - x0)))) / ((-0.29 * (0.717 - x0)) ** 3.0 - x0)))) / (0.012 - x1))))) - x1)))) ** 2.0)))),log(abs(log(abs((-0.382 / ((-0.255 * (-0.162 - x0)) ** 3.0 - x0) / (-0.821 / (0.505521 / (-0.133 / (0.697 / (-0.352 / (0.6723999999999999 / (exp(log(abs(exp(log(abs(-0.666 / (-1.5929585714187376e-05 - x0)))) / ((-0.29 * (0.717 - x0)) ** 3.0 - x0)))) / (0.012 - x1))))) - x1)))) ** 2.0)))),ok,14.0,ok,14.0,ok,14.0,47.31379100121558,110.671875,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,59,EPLEX,30,original,EPLEX,14.0,89.0,6.0,13.0,7.0,exp(log(abs(log(abs(log(abs((exp(log(abs(log(abs(x0 / (-1.206 / x1))) - 0.02 * -0.823))) + (-1.0 * 1.052 ** 2.0) ** 2.0) / (exp(log(abs(log(abs(log(abs(log(abs(log(abs(-0.892 / (-0.928 / (exp(log(abs(log(abs(log(abs(-0.621 / (-0.463 / (x1 / -0.848))))))))) / (x1 / (log(abs(log(abs(-0.985 / (x0 / -0.606))))) / (x0 / 0.057)))))))))))))))) / (x1 / (-1.265 / (x0 / 0.06))))))))))),exp(log(abs(log(abs(log(abs((exp(log(abs(log(abs(x0 / (-1.206 / x1))) + 0.01646))) + 1.2247937436160004) / (exp(log(abs(log(abs(log(abs(log(abs(log(abs(-0.892 / (-0.928 / (exp(log(abs(log(abs(log(abs(-0.621 / (-0.463 / (x1 / -0.848))))))))) / (x1 / (log(abs(log(abs(-0.985 / (x0 / -0.606))))) / (x0 / 0.057)))))))))))))))) / (x1 / (-1.265 / (x0 / 0.06))))))))))),ok,13.0,ok,13.0,ok,13.0,57.55854200106114,110.703125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,54,EPLEX,25,sympy,EPLEX,14.0,100.0,7.0,13.0,6.0,0.711020095242334 - 1.0 * exp(3.0 * log(abs(-0.598)) * exp(4.0 * log(abs(log(abs(-0.160103007 * log(abs(-0.070444997 * x0)))) + 0.979101465343806 * exp(-0.05737771564866 * x1 ** 2.0 * exp(2.0 * log(abs(-0.599076 * exp(log(abs(exp(log(abs(-0.137641 * x0))))))))) - 0.38920068 * x1 ** 2.0 * exp(log(abs(-0.599076 * exp(log(abs(exp(log(abs(-0.137641 * x0))))))))) - 0.66 * x1 ** 2.0 + 0.66 * log(abs(-0.397065375 * x0))))))),0.711020095242334 - exp(-1.542493575094516 * exp(4.0 * log(abs(log(abs(-0.160103007 * log(abs(-0.070444997 * x0)))) + 0.979101465343806 * exp(0.66 * (log(abs(-0.397065375 * x0)) - x1 ** 2.0 * (1.0 + 0.086935932801 * (exp(2.0 * log(abs(-0.599076 * exp(log(abs(exp(log(abs(-0.137641 * x0))))))))) - -6.783133061329697 * exp(log(abs(-0.599076 * exp(log(abs(exp(log(abs(-0.137641 * x0))))))))))))))))),ok,13.0,memory_limit,na,ok,13.0,33843.01808301825,967.53125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,30,EPLEX,1,original,EPLEX,15.0,56.0,7.0,9.0,2.0,(x0 + 1.113 + 0.391) * ((-0.51 - log(abs(x0 * (x0 / (-0.192 - 0.598)) / exp(x0) + 0.703)) + 0.439) / exp(-0.101) + 0.23) * (-1.0 * 0.611 ** 2.0) / exp(x0) * (log(abs(x0 * (x1 / (0.001 - 1.26)) / exp(x0) + 0.678)) * (x0 / -0.375) / exp(x0) + 0.357) / exp(x0),(1.504 + x0) * 1.101323472479368 / exp(x0) * (0.6469045975637487 + (-0.51 - log(abs(x0 * x0 / -0.79 / exp(x0) + 0.703)))) * (log(abs(x0 * x1 / -1.2590000000000001 / exp(x0) + 0.678)) * x0 / exp(x0) + -0.133875) / exp(x0),ok,9.0,ok,9.0,ok,9.0,458.7525830429513,132.515625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,37,EPLEX,8,sympy,EPLEX,15.0,67.0,9.0,12.0,3.0,2.02043735428491 * (x1 * ((0.691615148996052 * x0 - 2.18523287173646) * exp(0.828 * x0) + 0.691615148996052 * E) * exp(-1.0 * (0.369 * x0 * exp(exp(0.936 * x0)) + 0.369 * E) * exp(-1.0 * exp(0.936 * x0)) + log(abs(1.00803208550427 - 0.213 * x1))) + 0.703521388433011 * log(abs(-0.877)) * exp(0.828 * x0)) ** 2.0 * exp(-1.656 * x0),2.02043735428491 * (x1 * (0.691615148996052 * (E + exp(0.828 * x0) * (x0 + -3.1596081649000056))) * exp(-0.369 * (exp(exp(0.936 * x0)) * x0 + E) * exp(-1.0 * exp(0.936 * x0)) + log(abs(-0.213 * (x1 + -4.7325450023674644)))) + -0.09233597682528863 * exp(0.828 * x0)) ** 2.0 * exp(-1.656 * x0),ok,12.0,memory_limit,na,timeout,na,na,414.4375,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,58,EPLEX,29,original,EPLEX,16.0,55.0,9.0,12.0,3.0,exp(0.825) - log(abs(0.235 + ((0.529 * log(abs(0.42 - 0.575 - exp(log(abs(log(abs(0.314 + 0.583 - exp(log(abs(-0.003 + -0.575 / exp(0.732) / x1)) - exp(0.592)))))) - x0 ** 2.0)))) ** 2.0 * (exp(exp(exp(-0.032) + (0.732 / -0.577 - 0.658 / x1 / x1))) / log(abs(-0.035)))) ** 2.0)) ** 2.0,2.2818807653293036 - log(abs(0.235 + ((0.529 * log(abs(-0.15499999999999997 - exp(log(abs(log(abs(0.897 - exp(log(abs(-0.003 + -0.27654402778932236 / x1)) - 1.8076000026120045))))) - x0 ** 2.0)))) ** 2.0 * (exp(exp(0.9685065820791976 + (-1.2686308492201042 - 0.658 / x1 / x1))) / -3.3524072174927233)) ** 2.0)) ** 2.0,ok,12.0,ok,12.0,ok,12.0,55.96241701277904,110.796875,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,54,EPLEX,25,original,EPLEX,16.0,68.0,8.0,9.0,1.0,-0.001 + exp(-0.076 * exp(x0) + (log(abs(-0.313)) + x0 / exp(x0 + (-0.016 * x0 - x1 / ((-0.046 * exp(x1) + (-0.041 * (-0.016 * ((-0.009 + 0.447) * x0) * -0.038 - 0.092) + 0.938 * (exp(-0.079 + (log(abs(x1)) + log(abs(-0.224)))) - 0.841))) / -0.433))))) ** 2.0,-0.001 + exp(-0.076 * exp(x0) + (-1.1615520884419839 + x0 / exp(x0 + (-0.016 * x0 + 0.4616204690831557 * (x1 / (-0.04904051172707889 * exp(x1) + -1.164015351812367e-05 * (71904.43637493331 + x0) + exp(-1.5751092271270972 + log(abs(x1))))))))) ** 2.0,ok,9.0,timeout,na,ok,9.0,22571.23658398632,641.609375,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
kotanchek,43,EPLEX,14,original,EPLEX,17.0,48.0,1.0,8.0,7.0,log(abs(exp(exp((-0.425 * x0) ** 3.0) ** 3.0))) / exp(-1.0 * 1.445 ** 2.0 / (0.951 - -1.0 * 0.668 ** 3.0) - (-0.003 + log(abs(x1 + 0.327 + 0.383))) - (-0.39 + -1.0 * 0.795 ** 3.0 / (-1.0 * 0.668 ** 2.0 / (1.455 - (-0.004 + -1.0 * 0.448 ** 3.0)) - (-0.264 + log(abs(x1 - exp((-0.273 * -0.286) ** 3.0) ** 3.0 - log(abs(x1 + 0.912))))))) - x0),log(abs(exp(exp((-0.425 * x0) ** 3.0) ** 3.0))) / exp(-1.6686535037591643 - log(abs(0.71 + x1)) - -0.39 - -0.5024598750000001 / (-0.024088040382776454 - log(abs(x1 - 1.0014289512196342 - log(abs(x1 + 0.912))))) - x0),ok,8.0,ok,8.0,ok,8.0,53.46116697182879,111.390625,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,34,EPLEX,5,original,EPLEX,17.0,67.0,11.0,13.0,2.0,(-0.4 * (-0.762 - log(abs(x1 * 0.267))) + (exp(exp(log(abs(exp(exp(log(abs(x1 * (0.227 + 0.13))) ** 3.0 + (-0.002 + 0.093))) * 0.527 ** 2.0)) ** 3.0 + (0.311 + 0.106))) + log(abs(0.644 + log(abs(log(abs(0.423 + exp(log(abs(x0 ** 3.0))))) * 0.362)) - exp(0.801 + (1.795 + log(abs((x0 - 0.142) * x0)))))))) * 0.203,(-0.4 * (-0.762 - log(abs(x1 * 0.267))) + (exp(exp(log(abs(exp(exp(log(abs(x1 * 0.357)) ** 3.0 + 0.091)) * 0.277729)) ** 3.0 + 0.417)) + log(abs(0.644 + log(abs(log(abs(0.423 + exp(log(abs(x0 ** 3.0))))) * 0.362)) - exp(2.596 + log(abs((x0 + -0.142) * x0))))))) * 0.203,ok,13.0,ok,13.0,ok,13.0,51.17962500662543,110.828125,requires_new_log_abs_rules,no_improvement_in_completed_probe,"The missing constants are inside log(abs(...)); current fun_rules only split log(a*y), log(y/a), log(a**y), etc., and do not distribute through abs."
pagie,167,SBP,17,original,SBP,4.0,27.0,3.0,4.0,1.0,-0.065845 - 0.048266 * (x0 - (x1 + x1) - (x1 + (x1 + (x1 + (3.579 - x0) * ((3.247 - x0) * x0)) - x1 * x1))),-0.065845 - 0.048266 * (x0 - x1 - x1 - x1 - (x1 + (x1 + (3.579 - x0) * ((3.247 - x0) * x0)) - x1 * x1)),ok,4.0,ok,4.0,ok,4.0,82.60908300871961,111.109375,requires_polynomial_or_affine_collection,no_improvement_in_completed_probe,The expression is mostly algebraic/affine-polynomial; current binary rewrites are local and do not globally collect coefficients like a polynomial/multiset representation would.
kotanchek,27,Bingo,27,sympy,Bingo,5.0,23.0,4.0,5.0,1.0,(3.678253204741038 * x0 + 1.9305547847352778 * x1 - 0.39686078577236517) / (x0 ** 6.0 - x0 + 2.057897964881403 * x1 + 10.665734721501936),(3.678253204741038 * x0 + 1.9305547847352778 * x1 - 0.39686078577236517) / (x0 ** 6.0 - x0 + 2.057897964881403 * x1 + 10.665734721501936),ok,5.0,ok,5.0,ok,5.0,33.819584001321346,109.84375,requires_polynomial_or_affine_collection,no_improvement_in_completed_probe,The expression is mostly algebraic/affine-polynomial; current binary rewrites are local and do not globally collect coefficients like a polynomial/multiset representation would.
kotanchek,166,SBP,17,original,SBP,5.0,29.0,3.0,4.0,1.0,-0.025349 + 0.010788 * ((x0 + x0 - x0 * x0) * (-5.542 + x0) * (-5.542 + x0) + x1 + x1 + 12.501 + x0 + x1),0.010788 * (10.151259547645532 + (x1 + x0) + ((x0 + x0 - x0 * x0) * (-5.542 + x0) * (-5.542 + x0) + x1 + x1)),ok,4.0,ok,4.0,ok,4.0,75.16920898342505,112.203125,requires_polynomial_or_affine_collection,no_improvement_in_completed_probe,The expression is mostly algebraic/affine-polynomial; current binary rewrites are local and do not globally collect coefficients like a polynomial/multiset representation would.
kotanchek,166,SBP,17,sympy,SBP,6.0,25.0,3.0,5.0,2.0,x0 * (0.662680172064 - 0.331340086032 * x0) * (0.180440274269217 * x0 - 1.0) ** 2.0 + 0.010788 * x0 + 0.032364 * x1 + 0.109511788,x0 * ((0.180440274269217 * x0 + -1.0) ** 2.0 * (-0.331340086032 * (x0 + -2.0)) + 0.010788) + 0.032364 * x1 + 0.109511788,ok,5.0,ok,5.0,ok,5.0,129.35524998465553,112.40625,requires_polynomial_or_affine_collection,no_improvement_in_completed_probe,The expression is mostly algebraic/affine-polynomial; current binary rewrites are local and do not globally collect coefficients like a polynomial/multiset representation would.
kotanchek,165,SBP,16,original,SBP,6.0,29.0,5.0,6.0,1.0,0.009361 + 0.001754 * ((4.923 - x1) * ((x0 * x0 - 16.384) * (x0 * x0 - (-1.015 + x0) - x0 - 3.101) + x0) * x1),0.009361 + 0.001754 * ((4.923 - x1) * ((x0 * x0 + -16.384) * (x0 * x0 + 1.015 - x0 - x0 + -3.101) + x0) * x1),ok,6.0,ok,6.0,ok,6.0,41.26579096191563,110.03125,requires_polynomial_or_affine_collection,no_improvement_in_completed_probe,The expression is mostly algebraic/affine-polynomial; current binary rewrites are local and do not globally collect coefficients like a polynomial/multiset representation would.
pagie,167,SBP,17,sympy,SBP,7.0,29.0,3.0,5.0,2.0,0.048266 * x0 * (x0 - 3.579) * (x0 - 3.247) - 0.048266 * x0 - 0.048266 * x1 ** 2.0 + 0.24133 * x1 - 0.065845,0.048266 * ((x0 - 3.247) * (x0 - 3.579) * x0 - x1 ** 2.0 - x0 - -4.999999999999999 * (x1 - 0.2728421663282642)),ok,5.0,memory_limit,na,ok,5.0,16519.231957994634,805.765625,requires_polynomial_or_affine_collection,no_improvement_in_completed_probe,The expression is mostly algebraic/affine-polynomial; current binary rewrites are local and do not globally collect coefficients like a polynomial/multiset representation would.
pagie,154,SBP,5,original,SBP,8.0,31.0,7.0,8.0,1.0,0.018176 + 0.001712 * ((-8.935 * x0 + 18.954) * (x0 * (x0 - 5.12) * (x0 - 4.881)) + x1 - x1 * 18.328 * (x1 - 4.881)),0.018176 + 0.001712 * ((-8.935 * x0 + 18.954) * (x0 * (x0 + -5.12) * (x0 + -4.881)) + x1 + -18.328 * ((x1 + -4.881) * x1)),ok,8.0,ok,8.0,ok,8.0,98.35341697908008,111.609375,requires_polynomial_or_affine_collection,no_improvement_in_completed_probe,The expression is mostly algebraic/affine-polynomial; current binary rewrites are local and do not globally collect coefficients like a polynomial/multiset representation would.
kotanchek,13,Bingo,13,original,Bingo,9.0,24.0,5.0,7.0,2.0,(69920813446.957 + 3837.522818140268 * ((-6411.945978052463 + 5614.613323813786 * x0) * (-6411.945978052463 + 5614.613323813786 * x0))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),(69920813446.957 + 120973619469.07672 * ((x0 + -1.142010252221088) * (x0 + -1.142010252221088))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),ok,7.0,ok,7.0,ok,7.0,62.24804202793166,111.15625,requires_polynomial_or_affine_collection,no_improvement_in_completed_probe,The expression is mostly algebraic/affine-polynomial; current binary rewrites are local and do not globally collect coefficients like a polynomial/multiset representation would.
